Date,Open,High,Low,Close
8/11/17,3421.45,3705.16,3420.29,3639.99
8/10/17,3348.99,3441.17,3318.16,3421.45
8/9/17,3421.11,3425.31,3237.14,3348.99
8/8/17,3391.48,3483.39,3345.97,3421.11
8/7/17,3218.74,3410.97,3180.15,3391.48
8/6/17,3252.34,3279.63,3147,3218.74
8/5/17,2844.99,3332.09,2840.16,3252.34
8/4/17,2783.43,2870.91,2760.68,2844.99
8/3/17,2703.44,2795.67,2703.44,2783.43
8/2/17,2730,2753.87,2650,2703.44
8/1/17,2871.27,2924.22,2641.42,2730
7/31/17,2749.99,2960,2703.15,2871.27
7/30/17,2706.14,2749.99,2600,2749.99
7/29/17,2786.19,2788.9,2648.75,2706.14
7/28/17,2662.99,2821.55,2652.21,2786.19
7/27/17,2524.52,2687.15,2514.15,2662.99
7/26/17,2558.27,2599.99,2401.01,2524.52
7/25/17,2758.5,2772.99,2450,2558.27
7/24/17,2761.45,2795,2715.2,2758.5
7/23/17,2838.07,2849.99,2668.05,2761.45
7/22/17,2661.99,2872.86,2650.01,2838.07
7/21/17,2889.98,2910,2609.89,2661.99
7/20/17,2264.29,2950.47,2264.28,2889.98
7/19/17,2304.36,2404.01,2222.88,2264.29
7/18/17,2229.07,2389.99,2145.65,2304.36
7/17/17,1904,2229.07,1897.35,2229.07
7/16/17,1967.34,2039,1800,1904
7/15/17,2213.01,2218.52,1965.13,1967.34
7/14/17,2343.48,2352.67,2142.22,2213.01
7/13/17,2383.82,2420,2315.61,2343.48
7/12/17,2305.05,2401.4,2242.87,2383.82
7/11/17,2329.4,2400,2251.07,2305.05
7/10/17,2501.02,2520.1,2252.57,2329.4
7/9/17,2547.77,2572.31,2501.02,2501.02
7/8/17,2493.79,2550.1,2461.46,2547.77
7/7/17,2605.53,2609.87,2457.12,2493.79
7/6/17,2625.06,2645.54,2579.79,2605.53
7/5/17,2606.64,2650,2550.01,2625.06
7/4/17,2540.94,2631.32,2540.93,2606.64
7/3/17,2507.84,2584,2477.13,2540.94
7/2/17,2416.12,2541.87,2375.03,2507.84
7/1/17,2456.01,2500,2385,2416.12
6/30/17,2549.89,2549.9,2441.14,2456.01
6/29/17,2554.97,2589.51,2503.01,2549.89
6/28/17,2573.77,2596.26,2466.62,2554.97
6/27/17,2415.62,2573.77,2269.46,2573.77
6/26/17,2497.6,2549.72,2275.27,2415.62
6/25/17,2572.96,2636.55,2429.42,2497.6
6/24/17,2684.63,2710.51,2510.01,2572.96
6/23/17,2689.58,2729.34,2672.24,2684.63
6/22/17,2645.1,2726.96,2595,2689.58
6/21/17,2734.14,2769.99,2586.27,2645.1
6/20/17,2594.99,2786,2589.67,2734.14
6/19/17,2519.87,2594.99,2491.12,2594.99
6/18/17,2638.24,2663.66,2458.59,2519.87
6/17/17,2484.64,2664.89,2430.32,2638.24
6/16/17,2416.16,2508.23,2310.81,2484.64
6/15/17,2459.56,2510.38,2059.41,2416.16
6/14/17,2715.86,2800,2341.2,2459.56
6/13/17,2656.3,2772.03,2647.56,2715.86
6/12/17,2960,2975,2470,2656.3
6/11/17,2903.77,2960,2859.76,2960
6/10/17,2807.01,2903.96,2803,2903.77
6/9/17,2800,2854.12,2794.31,2807.01
6/8/17,2690,2815.39,2610.67,2800
6/7/17,2880.23,2884.98,2618.28,2690
6/6/17,2689.43,2924,2689.4,2880.23
6/5/17,2520.05,2700.2,2520.04,2689.43
6/4/17,2554.91,2566.26,2483.03,2520.05
6/3/17,2484.04,2589.69,2461.36,2554.91
6/2/17,2412.34,2484.04,2375,2484.04
6/1/17,2303.62,2459,2300,2412.34
5/31/17,2197.33,2325.89,2179.98,2303.62
5/30/17,2284.3,2324.27,2151.21,2197.33
5/29/17,2230.77,2340.1,2150,2284.3
5/28/17,2096.77,2323.99,2095.61,2230.77
5/27/17,2267.37,2342.1,1910.55,2096.77
5/26/17,2330.84,2628.71,2055.55,2267.37
5/25/17,2436.45,2779,2199.6,2330.84
5/24/17,2261.22,2479,2261.22,2436.45
5/23/17,2101.33,2264,2101.33,2261.22
5/22/17,2026,2249,1998.5,2101.33
5/21/17,2044.4,2089.44,1981.37,2026
5/20/17,1965.01,2045,1965.01,2044.4
5/19/17,1895.55,1965.23,1894.64,1965.01
5/18/17,1812.57,1895.55,1808.15,1895.55
5/17/17,1769.71,1837.36,1750,1812.57
5/16/17,1742.67,1770,1701.01,1769.71
5/15/17,1794.01,1794.01,1667,1742.67
5/14/17,1781.71,1817.57,1754.83,1794.01
5/13/17,1694.64,1781.71,1602.36,1781.71
5/12/17,1834.1,1838.59,1657.86,1694.64
5/11/17,1793.26,1884,1775,1834.1
5/10/17,1719.51,1796.01,1698,1793.26
5/9/17,1686.39,1779,1681.93,1719.51
5/8/17,1602.17,1686.39,1602.17,1686.39
5/7/17,1580.99,1609,1566.14,1602.17
5/6/17,1546.93,1585.6,1546.92,1580.99
5/5/17,1550,1626.73,1521.24,1546.93
5/4/17,1517.95,1650,1475.01,1550
5/3/17,1464.94,1535.6,1444.99,1517.95
5/2/17,1440.82,1489.61,1421.11,1464.94
5/1/17,1362.63,1480,1352.8,1440.82
4/30/17,1351.08,1363.84,1325,1362.63
4/29/17,1347.19,1355.1,1330.9,1351.08
4/28/17,1346.04,1367.65,1300,1347.19
4/27/17,1294.91,1370,1293.07,1346.04
4/26/17,1282.56,1314.05,1278.89,1294.91
4/25/17,1255.71,1282.87,1253.96,1282.56
4/24/17,1247.83,1259.91,1240.21,1255.71
4/23/17,1247.66,1250.48,1235.46,1247.83
4/22/17,1250,1250,1226,1247.66
4/21/17,1238.45,1256,1237.5,1250
4/20/17,1211.45,1244.73,1210.6,1238.45
4/19/17,1204,1211.45,1189.18,1211.45
4/18/17,1193.81,1209.27,1193.81,1204
4/17/17,1178.01,1196.38,1175.06,1193.81
4/16/17,1174.69,1183.99,1166.51,1178.01
4/15/17,1175.5,1194.54,1170,1174.69
4/14/17,1177.88,1193.08,1170.11,1175.5
4/13/17,1218.12,1221.48,1153.36,1177.88
4/12/17,1223.76,1226.5,1210.69,1218.12
4/11/17,1210.64,1232.62,1200.63,1223.76
4/10/17,1210.08,1216.99,1202.8,1210.64
4/9/17,1184.5,1217.49,1180.9,1210.08
4/8/17,1194.67,1198,1167,1184.5
4/7/17,1195.77,1206,1176.37,1194.67
4/6/17,1134.73,1207.8,1134.7,1195.77
4/5/17,1149.03,1149.03,1115.54,1134.73
4/4/17,1152.94,1159.67,1126.8,1149.03
4/3/17,1107.45,1161.46,1107.45,1152.94
4/2/17,1089.99,1114.15,1081.45,1107.45
4/1/17,1084.22,1112.43,1073.68,1089.99
3/31/17,1041.75,1090.65,1041.7,1084.22
3/30/17,1041.03,1049.84,1022.12,1041.75
3/29/17,1045.04,1055.89,1011,1041.03
3/28/17,1045.01,1064.98,1019.02,1045.04
3/27/17,967.14,1046.16,959.88,1045.01
3/26/17,966.76,1000,948.33,967.14
3/25/17,936.83,978.6,892.12,966.76
3/24/17,1033,1033.99,925,936.83
3/23/17,1037.97,1052.82,1017.55,1033
3/22/17,1113.81,1114.33,990.1,1037.97
3/21/17,1041.61,1119.4,1041.61,1113.81
3/20/17,1010.63,1051.32,1010.01,1041.61
3/19/17,965.1,1060,965.1,1010.63
3/18/17,1070.6,1097.68,948.6,965.1
3/17/17,1175.29,1175.29,1065.92,1070.6
3/16/17,1261.75,1263.11,1131.76,1175.29
3/15/17,1248.2,1265,1246,1261.75
3/14/17,1246.86,1258.48,1228.86,1248.2
3/13/17,1232.63,1250,1215.98,1246.86
3/12/17,1182.64,1237.68,1176.4,1232.63
3/11/17,1109.29,1197.72,1109.03,1182.64
3/10/17,1197.2,1325,980.01,1109.29
3/9/17,1151.39,1211.82,1135.51,1197.2
3/8/17,1236.29,1245.99,1150.01,1151.39
3/7/17,1288.88,1288.89,1188.97,1236.29
3/6/17,1273.99,1288.98,1273.99,1288.88
3/5/17,1270,1275,1245.21,1273.99
3/4/17,1287.98,1287.99,1241.01,1270
3/3/17,1260.21,1293.35,1258.65,1287.98
3/2/17,1228.9,1285.1,1215.36,1260.21
3/1/17,1195.2,1230,1190.62,1228.9
2/28/17,1194.5,1214.96,1181.16,1195.2
2/27/17,1182.03,1201.03,1172.67,1194.5
2/26/17,1148.77,1185.99,1133.33,1182.03
2/25/17,1183.72,1186.69,1126.54,1148.77
2/24/17,1181.02,1213.39,1107.56,1183.72
2/23/17,1128.54,1193.99,1126.13,1181.02
2/22/17,1133.68,1140,1109.99,1128.54
2/21/17,1085.13,1134.59,1079.67,1133.68
2/20/17,1054.72,1085.13,1048.05,1085.13
2/19/17,1059.84,1062.2,1047.35,1054.72
2/18/17,1059.75,1069.23,1053.84,1059.84
2/17/17,1034.33,1063.99,1034.33,1059.75
2/16/17,1013.67,1042.14,1013.54,1034.33
2/15/17,1012.65,1015.57,1006,1013.67
2/14/17,1000.05,1020.01,994.35,1012.65
2/13/17,1008.49,1014.99,990,1000.05
2/12/17,1015.18,1016.55,1004.43,1008.49
2/11/17,1003.97,1020.43,995.62,1015.18
2/10/17,984.81,1009.09,955.99,1003.97
2/9/17,1060.31,1079.99,948.22,984.81
2/8/17,1055,1071.3,1023.58,1060.31
2/7/17,1024.99,1055,1023.19,1055
2/6/17,1011.9,1028.12,1009.9,1024.99
2/5/17,1032.98,1032.99,998.88,1011.9
2/4/17,1015.09,1041.97,1005.01,1032.98
2/3/17,1005.97,1024,995.98,1015.09
2/2/17,989.1,1013.92,977.51,1005.97
2/1/17,967.02,990,962.35,989.1
1/31/17,923.02,970.04,921.99,967.02
1/30/17,916.77,923.99,912.01,923.02
1/29/17,921.29,922.99,915,916.77
1/28/17,921.01,922.99,918.78,921.29
1/27/17,918.42,924.88,909.97,921.01
1/26/17,894.06,920.59,893.23,918.42
1/25/17,890.66,903.02,882.01,894.06
1/24/17,923.87,925.09,887.29,890.66
1/23/17,921.82,928,915.37,923.87
1/22/17,923.25,940.42,895.51,921.82
1/21/17,899.53,928.97,896.77,923.25
1/20/17,901.75,906.56,885.01,899.53
1/19/17,878.02,908.97,878.01,901.75
1/18/17,907.19,916.89,851.39,878.02
1/17/17,835.13,910.99,831.82,907.19
1/16/17,827.56,841.28,822.53,835.13
1/15/17,824.65,829.58,812,827.56
1/14/17,826.69,839.78,815,824.65
1/13/17,813.02,833.79,777.91,826.69
1/12/17,789.31,832.15,752,813.02
1/11/17,907.99,921.77,760.11,789.31
1/10/17,902.98,913.99,900.38,907.99
1/9/17,912.99,913.99,880.5,902.98
1/8/17,898.75,940.1,890,912.99
1/7/17,893.49,908.1,820.99,898.75
1/6/17,989.99,1025.56,879.1,893.49
1/5/17,1142.15,1167.16,879,989.99
1/4/17,1038,1155.54,1032.73,1142.15
1/3/17,1020.23,1038.26,1014.06,1038
1/2/17,999.95,1035.9,995,1020.23
1/1/17,974.55,1003.54,965,999.95
12/31/16,966.71,974.55,950,974.55
12/30/16,978.57,978.57,929.9,966.71
12/29/16,981.92,985.43,950.3,978.57
12/28/16,932.65,981.92,932.48,981.92
12/27/16,905.57,941.19,900.86,932.65
12/26/16,896.98,919.41,896.22,905.57
12/25/16,893.68,900.33,860.76,896.98
12/24/16,919.23,923.47,886.08,893.68
12/23/16,859,919.23,858.37,919.23
12/22/16,826.21,871.36,826.15,859
12/21/16,800.88,829.09,796.89,826.21
12/20/16,790.2,800.88,788.11,800.88
12/19/16,790.12,790.99,785.1,790.2
12/18/16,789.39,790.28,785.71,790.12
12/17/16,782.47,791.13,782.47,789.39
12/16/16,775.18,782.47,774.16,782.47
12/15/16,774.84,780.25,774.55,775.18
12/14/16,780.64,780.99,772.61,774.84
12/13/16,779.65,790.84,768.26,780.64
12/12/16,769.44,780.8,769.44,779.65
12/11/16,771.79,771.79,765.28,769.44
12/10/16,770.1,775.99,769.14,771.79
12/9/16,768.68,773.35,764.5,770.1
12/8/16,765.49,772.46,762.5,768.68
12/7/16,758.99,769.98,752.24,765.49
12/6/16,754.88,759.38,752.13,758.99
12/5/16,765.69,765.99,743.73,754.88
12/4/16,766.47,769.97,763.02,765.69
12/3/16,774.14,774.98,760.51,766.47
12/2/16,753.99,777.05,753.99,774.14
12/1/16,742.11,757,742.11,753.99
11/30/16,732.36,745.5,732.36,742.11
11/29/16,732.99,735.36,731.88,732.36
11/28/16,728.35,734.6,724.81,732.99
11/27/16,736.45,736.45,728.35,728.35
11/26/16,741.28,742.54,724.49,736.45
11/25/16,737.99,741.75,730.25,741.28
11/24/16,742.41,745.72,728,737.99
11/23/16,748.35,748.35,732.18,742.41
11/22/16,737.48,751.67,733.52,748.35
11/21/16,727.36,738.73,725.45,737.48
11/20/16,750.98,751.99,710.03,727.36
11/19/16,748.13,755.5,745,750.98
11/18/16,736.03,750,735.61,748.13
11/17/16,739.99,750,733.5,736.03
11/16/16,712.44,742.81,710.36,739.99
11/15/16,707.03,716.85,705.54,712.44
11/14/16,702,708.46,696.37,707.03
11/13/16,700.31,704.12,684.46,702
11/12/16,715.23,715.23,698.99,700.31
11/11/16,710.99,718.07,710.92,715.23
11/10/16,721.48,721.48,705.99,710.99
11/9/16,713.6,739.85,709.68,721.48
11/8/16,709.29,713.99,704.01,713.6
11/7/16,711.15,711.16,701.24,709.29
11/6/16,706.33,714.91,698.85,711.15
11/5/16,706.98,711.34,698,706.33
11/4/16,685.62,707.83,685.61,706.98
11/3/16,734.99,746.15,674.98,685.62
11/2/16,730.48,734.99,720.04,734.99
11/1/16,697.7,736.61,697.7,730.48
10/31/16,700.01,707.7,685.04,697.7
10/30/16,715.94,715.94,695.23,700.01
10/29/16,688.99,722.21,688.98,715.94
10/28/16,680,690.32,679.99,688.99
10/27/16,668.82,683.26,668.82,680
10/26/16,649.56,678.55,646.99,668.82
10/25/16,648.73,658.99,648.25,649.56
10/24/16,650.51,650.51,645.36,648.73
10/23/16,656.06,664.54,648.78,650.51
10/22/16,630.15,657.47,630.15,656.06
10/21/16,629,631.87,628.23,630.15
10/20/16,628.61,629.55,622.83,629
10/19/16,635,637.29,625.69,628.61
10/18/16,637.79,638.88,633.69,635
10/17/16,639.58,639.58,634.52,637.79
10/16/16,635.17,640.68,635.17,639.58
10/15/16,636.93,639.67,633.23,635.17
10/14/16,635.45,641.59,632.44,636.93
10/13/16,635.33,640,634.64,635.45
10/12/16,640,640,634.74,635.33
10/11/16,617.37,640,617.3,640
10/10/16,616.06,617.99,614.73,617.37
10/9/16,617.99,618.38,615.18,616.06
10/8/16,617.99,618.15,616.96,617.99
10/7/16,611.8,617.99,610,617.99
10/6/16,612.38,613.19,611.27,611.8
10/5/16,609.98,613.94,609.67,612.38
10/4/16,612.91,612.99,609.05,609.98
10/3/16,610.5,613,610.4,612.91
10/2/16,614.04,614.04,607,610.5
10/1/16,607.2,616,607.2,614.04
9/30/16,604.87,607.2,603.51,607.2
9/29/16,604.24,606.52,603.86,604.87
9/28/16,604.9,605.7,602.75,604.24
9/27/16,606.98,607.2,601.11,604.9
9/26/16,600,607.58,599.72,606.98
9/25/16,601.32,601.48,598.19,600
9/24/16,601.25,603.28,598.51,601.32
9/23/16,594.69,601.34,593.82,601.25
9/22/16,595.61,596.17,592.93,594.69
9/21/16,608.59,608.59,591.95,595.61
9/20/16,608.99,608.99,606.81,608.59
9/19/16,608.99,610.3,608,608.99
9/18/16,606.38,608.99,606.37,608.99
9/17/16,607.14,607.94,606.36,606.38
9/16/16,605.76,609.03,605.68,607.14
9/15/16,608.99,609.5,604.71,605.76
9/14/16,607.94,610.73,607.1,608.99
9/13/16,607.81,610.78,605.84,607.94
9/12/16,604.86,609.13,604.08,607.81
9/11/16,623.45,628.79,591.93,604.86
9/10/16,622.15,623.8,619.33,623.45
9/9/16,624.7,625.7,618.24,622.15
9/8/16,614.48,628.23,614.48,624.7
9/7/16,611.89,617.1,609.9,614.48
9/6/16,605.98,611.89,605.45,611.89
9/5/16,607.67,608.57,601.1,605.98
9/4/16,600.17,611.84,500,607.67
9/3/16,574.85,607.14,573.93,600.17
9/2/16,571.53,577.35,570.73,574.85
9/1/16,574.22,577.35,570.73,571.53
8/31/16,577.91,577.91,572.52,574.22
8/30/16,573.36,579.36,573.35,577.91
8/29/16,572.98,575.99,571.71,573.36
8/28/16,569.82,572.98,569.82,572.98
8/27/16,578.77,578.99,568.01,569.82
8/26/16,575.97,578.99,575.76,578.77
8/25/16,579.24,579.24,566,575.97
8/24/16,581.98,581.99,577.99,579.24
8/23/16,586.97,586.97,580.66,581.98
8/22/16,579.85,588.96,579.85,586.97
8/21/16,580.21,580.99,579.21,579.85
8/20/16,573.7,580.21,573.7,580.21
8/19/16,574.08,576.99,570,573.7
8/18/16,574.99,576.72,573,574.08
8/17/16,580.35,580.35,571.16,574.99
8/16/16,569.33,582.87,565.11,580.35
8/15/16,571.7,573.43,560.32,569.33
8/14/16,586.99,586.99,566,571.7
8/13/16,588.83,589.01,584.54,586.99
8/12/16,587.57,590.22,584.13,588.83
8/11/16,595.14,597.19,587.01,587.57
8/10/16,585.76,600,584.07,595.14
8/9/16,595.65,595.96,583.43,585.76
8/8/16,593.65,598.99,589.66,595.65
8/7/16,588.16,598.99,583.68,593.65
8/6/16,575.51,590.68,572.14,588.16
8/5/16,585,585.15,572,575.51
8/4/16,572.38,602.15,567.61,585
8/3/16,515.86,573.99,508.12,572.38
8/2/16,606.78,614.38,456.36,515.86
8/1/16,622.17,626.61,606,606.78
7/31/16,655.01,655.01,622.17,622.17
7/30/16,657.99,657.99,654.83,655.01
7/29/16,657.32,657.99,655.87,657.99
7/28/16,658.24,659.24,654.63,657.32
7/27/16,655.16,659.68,650.27,658.24
7/26/16,656.26,659.1,646.27,655.16
7/25/16,663.95,663.99,652.74,656.26
7/24/16,655.92,665.08,652.7,663.95
7/23/16,649.03,656.85,649.03,655.92
7/22/16,665.86,666.99,644.08,649.03
7/21/16,664.86,667.31,660.02,665.86
7/20/16,672.98,673.52,662.04,664.86
7/19/16,672.74,674.43,667.67,672.98
7/18/16,678.34,682.71,667.49,672.74
7/17/16,663.84,687.56,663.84,678.34
7/16/16,665,668.72,660,663.84
7/15/16,658.98,669.01,658.69,665
7/14/16,661.55,663.48,650.67,658.98
7/13/16,673.99,673.99,657.02,661.55
7/12/16,650.83,674.83,647.73,673.99
7/11/16,649.99,658.99,645,650.83
7/10/16,654.78,654.78,640.4,649.99
7/9/16,661.99,661.99,625.33,654.78
7/8/16,637.99,662.71,637.98,661.99
7/7/16,674.99,679.51,611.35,637.99
7/6/16,666.23,679.5,665.7,674.99
7/5/16,679.45,679.89,661.13,666.23
7/4/16,664.67,679.88,649.38,679.45
7/3/16,699.99,703.03,645.86,664.67
7/2/16,680.96,699.99,677.6,699.99
7/1/16,673.43,693.31,668.6,680.96
6/30/16,640.32,675.28,637.34,673.43
6/29/16,648.78,650.51,631.43,640.32
6/28/16,650.09,657.15,636.47,648.78
6/27/16,631.14,655,621.38,650.09
6/26/16,665.15,665.15,614.04,631.14
6/25/16,662.66,696.99,646.42,665.15
6/24/16,628.11,680,625.13,662.66
6/23/16,600.16,634.83,560.01,628.11
6/22/16,673.71,678.99,600.16,600.16
6/21/16,741.84,741.84,625,673.71
6/20/16,763.99,763.99,725.95,741.84
6/19/16,755.14,765,746.28,763.99
6/18/16,757.06,788.55,735.64,755.14
6/17/16,764.76,774.32,707.45,757.06
6/16/16,692.93,773.74,692.66,764.76
6/15/16,685.37,696.46,668.39,692.93
6/14/16,704,704.01,662.01,685.37
6/13/16,663.09,719,663.09,704
6/12/16,597.77,683.63,597.77,663.09
6/11/16,578.99,598.64,578.99,597.77
6/10/16,579.13,580.9,575.05,578.99
6/9/16,581.99,583.15,572.42,579.13
6/8/16,580,583.75,574.87,581.99
6/7/16,584.44,589.08,566.75,580
6/6/16,574.05,587.89,574.04,584.44
6/5/16,573.51,584.8,566.56,574.05
6/4/16,570.02,590,562.48,573.51
6/3/16,539.78,577.13,535.71,570.02
6/2/16,539.99,539.99,533.25,539.78
6/1/16,530.62,544.99,524.76,539.99
5/31/16,532.66,544.84,520.86,530.62
5/30/16,519.29,542.81,516.63,532.66
5/29/16,526.87,558.46,500,519.29
5/28/16,476.99,535.73,472.85,526.87
5/27/16,454.27,480,454.27,476.99
5/26/16,449.9,454.3,449.9,454.27
5/25/16,445.87,449.99,445.64,449.9
5/24/16,443.86,446.98,442.98,445.87
5/23/16,437.74,443.86,437.35,443.86
5/22/16,443.41,443.41,436.48,437.74
5/21/16,442.99,443.46,442.08,443.41
5/20/16,443.01,443.63,438.2,442.99
5/19/16,455.01,455.01,441.79,443.01
5/18/16,454.69,455.99,454.43,455.01
5/17/16,454.43,455.48,452.74,454.69
5/16/16,457.99,458.67,452.54,454.43
5/15/16,456.67,457.99,456.36,457.99
5/14/16,457.46,457.48,454.01,456.67
5/13/16,453.99,458,453.99,457.46
5/12/16,451.98,453.99,449.3,453.99
5/11/16,451.75,454.05,451.74,451.98
5/10/16,460.98,462.98,446.01,451.75
5/9/16,458,463.99,456.81,460.98
5/8/16,459.66,459.66,456.92,458
5/7/16,461.36,461.88,458.83,459.66
5/6/16,448.99,463.4,448.28,461.36
5/5/16,448,448.99,447.01,448.99
5/4/16,451.99,451.99,447.46,448
5/3/16,446.36,452,443.69,451.99
5/2/16,452.66,453.99,441.31,446.36
5/1/16,450.3,453.63,448.26,452.66
4/30/16,455.91,456.78,448.24,450.3
4/29/16,448.99,456.98,448.83,455.91
4/28/16,448.44,448.99,435.72,448.99
4/27/16,468.44,469.36,447.03,448.44
4/26/16,465.9,470.69,463.49,468.44
4/25/16,461.05,468.67,453.78,465.9
4/24/16,452,462.88,449.97,461.05
4/23/16,447.79,452,447.23,452
4/22/16,451,451.03,445.26,447.79
4/21/16,443.54,451,441.86,451
4/20/16,435,445,434.99,443.54
4/19/16,427.99,435,427.98,435
4/18/16,426.2,428.7,426.2,427.99
4/17/16,429.99,430.09,426.2,426.2
4/16/16,429.53,432.5,429.52,429.99
4/15/16,424.96,429.84,424.96,429.53
4/14/16,424.53,425.6,424.1,424.96
4/13/16,426.43,426.75,421.99,424.53
4/12/16,423.23,427.24,423.23,426.43
4/11/16,420.73,423.24,419.51,423.23
4/10/16,416.67,420.74,416.67,420.73
4/9/16,418.39,418.39,412.21,416.67
4/8/16,422.59,424.39,415.45,418.39
4/7/16,422.82,422.84,419.65,422.59
4/6/16,422.48,423.28,422.3,422.82
4/5/16,419.99,423.44,419.86,422.48
4/4/16,419.45,419.99,417.74,419.99
4/3/16,420,420,418.93,419.45
4/2/16,416.48,421.18,416.48,420
4/1/16,416.36,416.88,414.59,416.48
3/31/16,413.7,416.94,413.7,416.36
3/30/16,414.25,414.64,408.62,413.7
3/29/16,422.16,423.75,405.83,414.25
3/28/16,424.47,424.47,422,422.16
3/27/16,416.92,426.75,416.65,424.47
3/26/16,416.11,416.98,416.11,416.92
3/25/16,415.55,416.98,412.79,416.11
3/24/16,417.01,417.16,413.92,415.55
3/23/16,416.83,418.54,416.83,417.01
3/22/16,411.4,418,411.39,416.83
3/21/16,410.99,411.4,408.66,411.4
3/20/16,409.88,410.99,409.88,410.99
3/19/16,407.59,409.88,405.66,409.88
3/18/16,418.95,418.95,403.47,407.59
3/17/16,416,419,416,418.95
3/16/16,416,416,414.71,416
3/15/16,413.99,416.09,413.98,416
3/14/16,411.18,414.14,411.16,413.99
3/13/16,409.72,412.54,409.25,411.18
3/12/16,418.93,420.17,405.96,409.72
3/11/16,414.68,420.34,414.68,418.93
3/10/16,410.79,414.68,410.07,414.68
3/9/16,412.09,412.99,408.22,410.79
3/8/16,413.16,413.49,408,412.09
3/7/16,403.44,413.31,399.26,413.16
3/6/16,393.5,403.96,378.71,403.44
3/5/16,408.87,409.06,367,393.5
3/4/16,419.24,421.07,408.4,408.87
3/3/16,423.97,423.97,414.06,419.24
3/2/16,432.32,433.73,422.29,423.97
3/1/16,437.05,438.98,427.41,432.32
2/29/16,431.59,440.99,430.14,437.05
2/28/16,431.47,433.36,421.01,431.59
2/27/16,427.5,434.18,427.5,431.47
2/26/16,423.98,427.51,418.89,427.5
2/25/16,421.32,426.55,416.86,423.98
2/24/16,418.77,422.99,410.82,421.32
2/23/16,436.45,438.23,412.07,418.77
2/22/16,439.28,440.12,431.13,436.45
2/21/16,440.75,448,426.2,439.28
2/20/16,419.04,442,419.04,440.75
2/19/16,422.21,422.21,416.18,419.04
2/18/16,415.9,422.92,414.44,422.21
2/17/16,406.72,420.25,406.72,415.9
2/16/16,398.27,409.33,398.23,406.72
2/15/16,406.18,407.94,396.71,398.27
2/14/16,386.51,406.18,386.51,406.18
2/13/16,383.85,386.52,383.85,386.51
2/12/16,376.09,384.71,376.03,383.85
2/11/16,380.07,380.57,373.07,376.09
2/10/16,374,384.19,373.02,380.07
2/9/16,371.47,377.09,371.47,374
2/8/16,376.03,377.86,371.31,371.47
2/7/16,375.31,378.55,373.39,376.03
2/6/16,387.21,387.21,371.09,375.31
2/5/16,390.17,390.17,384.8,387.21
2/4/16,368.7,391.7,368.7,390.17
2/3/16,373.2,373.2,367.41,368.7
2/2/16,371.74,375.41,371.74,373.2
2/1/16,370,378.99,366.62,371.74
1/31/16,378.33,380,369.54,370
1/30/16,379.39,380,374.53,378.33
1/29/16,380.92,383.97,365,379.39
1/28/16,395.54,395.54,378.36,380.92
1/27/16,389,396.99,389,395.54
1/26/16,393.08,396.79,389,389
1/25/16,401.74,403.6,387.65,393.08
1/24/16,387.8,404.24,383.57,401.74
1/23/16,393,411,380.03,387.8
1/22/16,412.14,416.99,375,393
1/21/16,417.51,425.38,405,412.14
1/20/16,380.58,423.19,376.27,417.51
1/19/16,385.03,385.53,376.33,380.58
1/18/16,383.9,387.25,374.83,385.03
1/17/16,384.25,389.85,380.19,383.9
1/16/16,372.04,386.27,353.32,384.25
1/15/16,430.42,431.31,358.74,372.04
1/14/16,431.68,433.99,426.75,430.42
1/13/16,445.4,445.4,420,431.68
1/12/16,451.28,451.28,444.11,445.4
1/11/16,444.6,451.64,444.6,451.28
1/10/16,450.11,450.11,440.01,444.6
1/9/16,456.68,456.68,446.33,450.11
1/8/16,457,464,448.52,456.68
1/7/16,431.1,457,430.89,457
1/6/16,432.98,433.99,427.88,431.1
1/5/16,435,435.63,431.55,432.98
1/4/16,424.26,436.49,424.26,435
1/3/16,435.75,437.99,409.11,424.26
1/2/16,434.55,439.53,432.7,435.75
1/1/16,432.5,437.8,429.95,434.55
12/31/15,428.24,434.99,422.01,432.5
12/30/15,430.76,436.79,422.1,428.24
12/29/15,420.8,434.26,420.8,430.76
12/28/15,422.06,429.31,418.53,420.8
12/27/15,418.72,423.64,407.77,422.06
12/26/15,458.59,458.59,407.07,418.72
12/25/15,455.46,461.86,453.99,458.59
12/24/15,444.54,457.22,444.54,455.46
12/23/15,435.82,444.71,435.75,444.54
12/22/15,437.99,442.46,434.79,435.82
12/21/15,439.51,449.99,428.52,437.99
12/20/15,461.8,462.99,432.33,439.51
12/19/15,463.02,466.93,455,461.8
12/18/15,458,465.73,456.56,463.02
12/17/15,456.34,459.89,450.25,458
12/16/15,465.99,466.24,440,456.34
12/15/15,445.7,480,445.1,465.99
12/14/15,435.9,450.36,429.86,445.7
12/13/15,435,441.53,422,435.9
12/12/15,452,473.34,408.45,435
12/11/15,416.49,454.97,416.49,452
12/10/15,418.98,422.89,412.54,416.49
12/9/15,412.13,424.48,347.5,418.98
12/8/15,398.62,412.13,390.84,412.13
12/7/15,395.5,400,385.01,398.62
12/6/15,385.82,403.33,385.82,395.5
12/5/15,362.03,389.9,361.53,385.82
12/4/15,361.5,364.48,356,362.03
12/3/15,361.18,369.99,358,361.5
12/2/15,363.01,364.03,349,361.18
12/1/15,377.29,379.99,355.01,363.01
11/30/15,368.11,380.99,367.5,377.29
11/29/15,357,380,354.01,368.11
